index;State;CMS Certification Number (CCN)*;Provider Name;Address;City;Zip;Phone;Type of Ownership;Offers Nursing Care Services;Offers Physical Therapy Services;Offers Occupational Therapy Services;Offers Speech Pathology Services;Offers Medical Social Services;Offers Home Health Aide Services;Date Certified;Quality of Patient Care Star Rating;How often the home health team began their patients' care in a timely manner;How often the home health team taught patients (or their family caregivers) about their drugs;How often the home health team checked patients' risk of falling;How often the home health team checked patients for depression;How often the home health team determined whether patients received a flu shot for the currnet flu season;How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).;With diabetes, how often the home health team got doctor's orders, gave foot care, and taught patients about foot care;How often patients got better at walking or moving around;How often patients got better at getting in and out of bed;How often patients got better at bathing;How often patients had less pain when moving around;How often patients' breathing improved;How often patients' wounds improved or healed after an operation;How often patients got better at taking their drugs correctly by mouth;How often home health patients had to be admitted to the hospital;How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted;How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital;How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being re-admitted to the hospital;How often patients developed new or worsened pressure ulcers;How often patients remained in the community after discharge from home health;How often physician-recommended actions to address medication issues were completely timely;How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally;No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)
61;AL;17119;HUNTSVILLE HOSPITAL HOMECARE;500 BOULEVARD SOUTH SW, SUITE 203;HUNTSVILLE;35802;2.56922665E9;Proprietary;True;True;True;True;True;True;20/09/1993 00:00;4.5;99.4;100.0;100.0;99.8;82.6;81.0;100.0;86.7;84.5;93.0;93.8;84.9;96.4;75.6;17.6;11.7;Same As Expected;Worse Than Expected;0.1;Better Than National Rate;99.5;1.05;1225.0
62;AL;17121;KINDRED AT HOME;1309 ANTIOCH ROAD;ANDALUSIA;36420;3.342222172E9;Proprietary;True;True;True;True;True;True;27/09/1993 00:00;4.5;97.5;99.9;100.0;99.9;83.9;85.2;98.7;82.5;80.8;88.3;95.6;88.1;93.3;79.9;14.9;15.0;Same As Expected;Worse Than Expected;0.3;Same As National Rate;95.7;1.08;855.0
63;AL;17123;EAMC - LANIER HOME HEALTH;1806 44TH ST.;VALLEY;36854;3.34756195E9;Proprietary;True;True;True;True;True;True;21/10/1993 00:00;5.0;100.0;99.9;100.0;100.0;71.9;76.4;99.7;90.7;88.7;91.7;100.0;88.8;97.3;81.6;14.6;14.7;Better Than Expected;Same As Expected;0.0;Better Than National Rate;99.4;0.92;726.0
64;AL;17124;DALE MEDICAL CENTER HOME HEALTH;126 HOSPITAL AVENUE;OZARK;36360;3.34774075E9;Non - Profit Other;True;True;True;True;True;True;20/10/1993 00:00;3.0;97.9;98.2;100.0;99.5;81.6;80.9;88.1;74.5;72.9;82.5;69.1;79.0;89.7;74.6;24.8;20.3;Worse Than Expected;Worse Than Expected;1.3;Better Than National Rate;93.9;1.06;338.0
65;AL;17125;KELLER HOME CARE;116 4TH AVENUE SE;RED BAY;35582;2.56356816E9;Proprietary;True;True;True;True;True;True;20/01/1994 00:00;5.0;99.4;100.0;100.0;99.9;79.4;75.1;99.7;87.8;86.6;94.1;94.7;88.6;94.4;86.5;18.7;14.0;Same As Expected;Worse Than Expected;0.0;Same As National Rate;100.0;1.1;1579.0
66;AL;17128;MEDICAL CENTERS HOMECARE;11687 US HWY 431;GUNTERSVILLE;35976;2.568785811E9;Proprietary;True;True;True;True;True;True;03/02/1994 00:00;5.0;99.4;100.0;100.0;100.0;97.6;97.0;100.0;86.8;81.7;94.0;96.6;87.9;93.4;78.2;16.1;14.3;Better Than Expected;Worse Than Expected;0.1;Better Than National Rate;99.8;0.98;1559.0
67;AL;17129;HOMECARE OF EAST ALABAMA MEDICAL CENTER;665 OPELIKA ROAD, SUITE 300;AUBURN;36830;3.348263131E9;Proprietary;True;True;True;True;True;True;31/03/1994 00:00;4.5;97.7;99.9;99.7;99.0;75.6;74.3;99.6;85.4;82.9;89.5;93.8;89.6;94.3;78.7;14.1;9.5;Same As Expected;Worse Than Expected;0.4;Better Than National Rate;98.3;0.92;789.0
68;AL;17130;INFIRMARY HOMECARE;800 COLLEGE AVENUE;JACKSON;36545;2.512626477E9;Proprietary;True;True;True;True;True;True;13/04/1994 00:00;5.0;99.5;100.0;100.0;100.0;72.3;74.4;100.0;84.4;84.3;86.9;96.5;93.3;92.5;84.6;15.8;13.5;Same As Expected;Same As Expected;0.1;Better Than National Rate;99.8;0.9;414.0
69;AL;17132;BROOKDALE HOME HEALTH BIRMINGHAM;1104 2ND AVE EAST, SUITE C;ONEONTA;35121;2.05274072E9;Proprietary;True;True;True;True;True;True;15/06/1994 00:00;5.0;97.8;99.7;100.0;99.4;98.4;99.3;100.0;92.3;87.1;93.0;88.5;94.8;91.42082929194976;88.5;16.2;11.9;Same As Expected;Same As Expected;0.0;Better Than National Rate;98.1;1.19;642.0
70;AL;17134;LHC HOMECARE OF SOUTH ALABAMA;1802 US HIGHWAY 84 WEST, SUITE A;OPP;36467;3.344932087E9;Proprietary;True;True;True;True;True;True;14/06/1994 00:00;5.0;99.4;100.0;100.0;99.9;85.2;88.3;100.0;86.9;86.8;92.1;97.5;91.9;95.7;89.1;17.4;14.1;Same As Expected;Worse Than Expected;0.2;Better Than National Rate;99.6;1.07;1340.0
71;AL;17135;COMMUNITY HOME CARE;1526 GILMER AVENUE;TALLASSEE;36078;3.342836541E9;Non - Profit Private;True;True;True;True;True;True;27/09/1994 00:00;3.0;95.5;99.3;100.0;100.0;55.7;70.9;99.1;74.6;87.2;71.9;71.5;69.5;96.9;58.7;15.9;11.7;Worse Than Expected;Worse Than Expected;0.9;Better Than National Rate;98.6;0.76;164.0
72;AL;17136;RELIABLE HOME HEALTH;435 MEETING AVENUE;GEORGIANA;36033;3.343762286E9;Proprietary;True;True;True;True;True;True;26/09/1994 00:00;1.5;88.1;97.1;100.0;100.0;54.0;61.4;54.3;62.6;44.9;58.9;36.1;45.1;91.42082929194976;44.2;22.3;21.8;Worse Than Expected;Worse Than Expected;0.0;Worse Than National Rate;92.2;0.88;340.0
73;AL;17138;L V STABLER MEMORIAL HOME HEALTH;104 CAMELLIA AVENUE, SUITE B;GREENVILLE;36037;3.343832286E9;Proprietary;True;True;True;True;True;True;18/10/1994 00:00;3.5;94.4;96.8;100.0;90.4;65.0;77.8;100.0;77.5;81.6;79.9;61.3;77.7;91.42082929194976;56.6;7.2;18.6;Same As Expected;Worse Than Expected;0.1;Same As National Rate;94.8;0.86;224.0
74;AL;17139;ASSOCIATES HOME HEALTH SERVICES;102 WEST CONECUH AVE;UNION SPRINGS;36089;3.347384155E9;Proprietary;True;True;True;True;True;True;12/12/1994 00:00;3.0;76.2;90.2;97.1;97.6;54.5;69.0;90.0;42.9;71.8894672976578;42.9;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;26.3;16.2;Same As Expected;Same As Expected;0.0;Same As National Rate;87.5;1.4;44.0
75;AL;17140;THE HOSPITAL HOME HEALTH;101 HOSPITAL CIRCLE;LUVERNE;36049;3.343353374E9;Proprietary;True;True;True;True;True;True;28/12/1994 00:00;2.5;84.7;98.2;100.0;98.2;77.5;85.5;97.4;66.5;71.6;73.8;58.7;71.0;91.42082929194976;72.2;25.9;29.7;Same As Expected;Same As Expected;0.0;Same As National Rate;99.1;0.92;72.0
76;AL;17142;ATMORE COMMUNITY HOME CARE, LLC;810 E CRAIG STREET;ATMORE;36502;2.513686286E9;Non - Profit Other;True;True;True;True;True;True;13/02/1995 00:00;2.0;94.6;98.5;100.0;99.7;56.4;48.4;96.0;64.2;68.9;70.4;51.9;34.0;86.8;55.8;23.2;11.9;Worse Than Expected;Same As Expected;0.3;Same As National Rate;97.4;0.95;384.0
77;AL;17143;D W MCMILLAN HOME HEALTH;114 W JACKSON STREET;BREWTON;36426;2.518675054E9;Proprietary;True;True;True;True;True;True;23/01/1995 00:00;5.0;99.8;100.0;100.0;99.8;83.0;87.8;100.0;85.3;88.2;90.0;90.8;87.7;99.1;78.4;18.3;15.8;Same As Expected;Worse Than Expected;0.0;Better Than National Rate;99.6;0.92;594.0
78;AL;17145;ST VINCENTS HOME HEALTH OF ST CLAIR COUNTY;2401 STEMLEY BRIDGE ROAD, SUITE 7;PELL CITY;35128;2.058847202E9;Proprietary;True;True;True;True;True;True;29/11/1995 00:00;3.5;98.8;99.8;100.0;99.7;76.7;80.6;100.0;77.5;76.4;83.3;81.0;78.1;95.2;68.3;18.6;12.3;Worse Than Expected;Worse Than Expected;0.4;Same As National Rate;99.3;1.09;1158.0
79;AL;17146;NORTHWEST HOME HEALTH;711 HOSPITAL DRIVE, NE;RUSSELLVILLE;35653;2.563310006E9;Non - Profit Private;True;True;True;True;True;True;01/10/1998 00:00;4.0;96.0;98.4;100.0;100.0;58.9;69.4;100.0;86.8;88.1;79.1;69.4;64.7;91.42082929194976;81.6;11.1;9.4;Same As Expected;Same As Expected;0.5;Same As National Rate;91.5;0.82;170.0
80;AL;17147;PRIME HOME HEALTH OF LEE COUNTY;2125 EXECUTIVE PARK DRIVE;OPELIKA;36801;3.347457966E9;Non - Profit Private;True;True;True;True;True;True;18/02/1999 00:00;3.0;97.2;97.8;100.0;97.0;77.9;84.2;97.7;69.6;76.0;73.8;76.3;65.8;88.1;63.2;17.9;15.9;Worse Than Expected;Same As Expected;0.4;Same As National Rate;98.3;0.83;300.0
81;AL;17148;THOMAS HOME HEATLH;7530 PARKER ROAD, SUITE 200;FAIRHOPE;36532;2.5199092E9;Proprietary;True;True;True;True;True;True;13/04/2000 00:00;5.0;98.9;99.9;100.0;100.0;84.5;88.5;99.5;85.1;89.5;86.5;89.0;87.2;96.1;81.9;15.9;15.7;Same As Expected;Same As Expected;0.2;Better Than National Rate;99.1;1.07;716.0
82;AL;17149;ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY;1400 URBAN CENTER DRIVE, SUITE 240;BIRMINGHAM;35242;2.0531328E9;Proprietary;True;True;True;True;True;True;12/07/2000 00:00;3.5;97.7;99.8;99.9;99.6;75.7;80.9;99.8;75.2;74.4;81.0;81.3;77.9;90.9;66.9;17.0;12.2;Worse Than Expected;Worse Than Expected;0.4;Better Than National Rate;99.2;0.96;1479.0
83;AL;17151;KINDRED AT HOME;1328 GREENBRIER-DEAR ROAD;ANNISTON;36207;2.568357101E9;Proprietary;True;True;True;True;True;True;05/10/2000 00:00;3.5;97.2;97.9;100.0;93.4;86.0;87.4;93.4;79.6;77.0;84.7;80.5;80.4;91.0;64.7;19.0;11.6;Worse Than Expected;Same As Expected;0.2;Better Than National Rate;72.6;1.01;738.0
84;AL;17152;KINDRED AT HOME;1025 WEST FORT WILLIAMS ST;SYLACAUGA;35150;2.562494363E9;Proprietary;True;True;True;True;True;True;05/10/2000 00:00;5.0;99.3;99.2;100.0;98.8;86.9;90.5;100.0;86.0;84.0;91.3;90.5;95.6;93.5;75.5;16.1;15.8;Worse Than Expected;Same As Expected;0.1;Better Than National Rate;64.6;1.05;326.0
85;AL;17153;COMFORT CARE HOME HEALTH OF ALABASTER;1140 1ST STREET N, STE 200;ALABASTER;35007;2.056850421E9;Proprietary;True;True;True;True;True;True;20/03/2002 00:00;3.0;96.2;97.2;98.8;97.1;76.1;83.3;99.4;73.0;74.3;80.6;83.1;74.3;85.1;64.1;18.2;10.3;Worse Than Expected;Worse Than Expected;0.5;Better Than National Rate;97.4;1.06;2451.0
86;AL;17154;AMEDISYS HOME HEALTH;4735 NORREL DRIVE, SUITE 125;TRUSSVILLE;35173;2.056553707E9;Proprietary;True;True;True;True;True;True;20/02/2003 00:00;3.5;97.7;100.0;100.0;97.5;77.4;84.1;97.3;76.1;78.7;82.5;82.2;84.2;92.4;68.3;21.7;7.5;Worse Than Expected;Worse Than Expected;0.1;Better Than National Rate;95.6;1.06;328.0
87;AL;17155;ALACARE HOME HEALTH & HOSPICE (MOBILE);6333 COTTAGE HILL ROAD;MOBILE;36609;2.513410707E9;Proprietary;True;True;True;True;True;True;05/02/2004 00:00;3.5;92.5;99.7;99.3;99.2;69.9;73.0;99.3;81.3;74.7;78.7;87.3;80.9;95.5;68.4;21.6;10.3;Same As Expected;Same As Expected;0.4;Same As National Rate;99.0;1.04;302.0
88;AL;17156;CITIZENS BAPTIST HOME HEALTH CARE;650 STONE AVENUE;TALLADEGA;35160;2.563628111E9;Non - Profit Religious;True;True;True;True;True;True;25/08/2004 00:00;4.5;97.5;93.3;100.0;91.2;33.3;28.8;97.0;82.6;87.0;90.1;80.5;78.3;91.42082929194976;80.7;16.3;15.0;Same As Expected;Same As Expected;0.0;Better Than National Rate;90.4;1.02;118.0
89;AL;17157;AMEDISYS HOME HEALTH OF OPELIKA;3320 SKYWAY DRIVE, SUITE 804;OPELIKA;36801;3.348877234E9;Proprietary;True;True;True;True;True;True;09/03/2006 00:00;3.5;97.5;99.7;99.7;88.8;87.6;81.5;95.3;80.7;77.1;80.3;81.4;79.7;84.0;62.2;16.6;16.4;Worse Than Expected;Worse Than Expected;0.2;Better Than National Rate;99.2;0.92;388.0
90;AL;17158;AMEDISYS HOME HEALTH OF FORT PAYNE;501 GREENHILL BLVD SUITE 150;FORT PAYNE;35967;2.568448303E9;Proprietary;True;True;True;True;True;True;11/07/2006 00:00;5.0;99.2;100.0;99.2;90.6;93.0;91.0;100.0;89.1;84.5;87.7;93.9;91.9;98.7;85.9;15.4;11.8;Same As Expected;Same As Expected;0.6;Better Than National Rate;99.2;0.96;946.0
91;AL;17159;AMEDISYS HOME HEALTH;2560 COUNTY ROAD 112;DOTHAN;36303;8.662050818E9;Proprietary;True;True;True;True;True;True;26/07/2006 00:00;4.5;97.9;100.0;98.8;96.4;80.3;72.9;99.6;84.2;82.5;89.4;96.3;86.6;95.3;80.8;20.1;13.8;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;98.2;1.1;775.0
92;AL;17160;ENCOMPASS HEALTH HOME HEALTH;205 FOB JAMES DRIVE;VALLEY;36854;3.347566225E9;Proprietary;True;True;True;True;True;True;13/09/2006 00:00;3.5;96.2;99.6;99.8;100.0;62.5;61.6;99.5;75.0;72.0;70.3;76.4;77.4;88.5;57.9;12.0;18.5;Same As Expected;Same As Expected;0.9;Same As National Rate;97.4;0.94;603.0
93;AL;17161;KINDRED AT HOME;7067 OLD MADISON PIKE NW, SUITE 105;HUNTSVILLE;35806;2.568813266E9;Proprietary;True;True;True;True;True;True;15/03/2007 00:00;4.0;96.7;98.9;99.9;87.9;88.7;88.7;96.1;82.1;79.4;87.0;93.9;91.0;91.6;70.4;18.1;10.8;Same As Expected;Worse Than Expected;0.5;Same As National Rate;89.2;1.09;1269.0
94;AL;17163;AMEDISYS HOME HEALTH OF MONROEVILLE;15 MAYFIELD STREET;MONROEVILLE;36460;2.512498552E9;Proprietary;True;True;True;True;True;True;12/04/2007 00:00;5.0;99.3;99.8;99.6;95.4;97.9;98.5;99.6;97.4;91.0;100.0;100.0;99.3;91.42082929194976;94.0;17.2;13.4;Worse Than Expected;Same As Expected;0.9;Same As National Rate;99.8;0.98;602.0
95;AL;17164;KINDRED AT HOME;2740 HEADLAND AVE;DOTHAN;36303;3.34944229E9;Proprietary;True;True;True;True;True;True;27/02/2008 00:00;4.0;97.2;99.3;100.0;92.3;92.9;94.0;99.4;75.7;73.2;84.1;89.5;85.8;89.2;70.9;17.3;13.8;Worse Than Expected;Worse Than Expected;0.7;Better Than National Rate;93.4;1.09;1198.0
96;AL;17165;AMEDISYS HOME HEALTH OF FLORENCE;412 S COURT STREET, SUITE 403;FLORENCE;35630;2.567661817E9;Proprietary;True;True;True;True;True;True;10/04/2008 00:00;4.0;98.1;100.0;99.5;96.1;74.1;79.7;99.8;79.8;79.2;86.6;87.9;81.8;98.5;70.5;19.4;11.3;Worse Than Expected;Same As Expected;0.6;Same As National Rate;98.9;1.07;1049.0
97;AL;17166;KINDRED AT HOME;118 6TH STREET SOUTH;CLANTON;35045;2.057559926E9;Proprietary;True;True;True;True;True;True;11/05/2009 00:00;4.0;97.8;100.0;100.0;98.7;86.5;90.4;100.0;79.1;81.9;80.5;92.4;87.0;92.5;71.5;18.1;12.7;Worse Than Expected;Same As Expected;0.0;Better Than National Rate;93.9;1.18;273.0
98;AL;17167;KINDRED AT HOME;614 MARTIN ST N;PELL CITY;35125;2.05338844E9;Proprietary;True;True;True;True;True;True;20/05/2009 00:00;4.0;97.5;99.1;100.0;97.7;81.1;79.9;98.8;83.3;76.7;94.0;84.1;76.2;95.2;74.6;14.3;11.4;Same As Expected;Same As Expected;0.3;Same As National Rate;53.9;1.01;252.0
99;AL;17168;KINDRED AT HOME;824 WESTERN AMERICA DRIVE;MOBILE;36609;2.513160917E9;Proprietary;True;True;True;True;True;True;21/05/2009 00:00;3.5;98.2;99.9;100.0;96.5;93.4;95.7;99.8;74.6;74.0;82.0;77.8;85.5;91.4;65.4;18.5;8.5;Same As Expected;Same As Expected;0.1;Better Than National Rate;92.3;0.97;897.0
100;AL;17169;CP HOME CARE VANCE LLC;17035 HWY 11 NORTH;VANCE;35490;2.055629615E9;Proprietary;True;True;True;True;True;True;15/12/2010 00:00;1.0;85.0;88.0;100.0;100.0;54.3;57.6;92.6;53.1;51.1;48.0;41.8;40.5;91.42082929194976;47.6;15.313701090442585;12.92682148781419;Not Available;Not Available;5.5;Better Than National Rate;64.1;0.9684697386519977;10.0
101;AL;17170;KINDRED AT HOME;1458 JONES DAIRY ROAD SUITE 100;JASPER;35501;2.052215234E9;Proprietary;True;True;True;True;True;True;04/09/2009 00:00;4.5;98.1;99.9;99.8;93.8;88.4;90.7;98.8;82.0;80.4;90.4;87.8;84.9;93.2;70.0;15.0;14.9;Same As Expected;Worse Than Expected;0.9;Same As National Rate;95.9;1.0;575.0
102;AL;17171;KINDRED AT HOME;1015 1ST STREET, SW, SUITE A;CULLMAN;35055;2.567392992E9;Proprietary;True;True;True;True;True;True;02/09/2009 00:00;4.0;97.6;99.0;100.0;91.3;90.9;94.4;87.9;79.9;78.4;84.9;89.3;85.5;94.0;65.0;15.5;14.7;Same As Expected;Worse Than Expected;1.0;Better Than National Rate;84.3;1.09;618.0
103;AL;17172;WOODLAND HOME HEALTH SERVICES CRMC, LLC;1910 CHEROKEE AVENUE SW;CULLMAN;35055;2.568414443E9;Proprietary;True;True;True;True;True;True;30/06/2011 00:00;4.5;99.1;99.1;99.5;99.5;82.3;83.6;99.6;81.0;81.0;87.4;87.9;80.0;85.4;76.3;15.6;11.7;Same As Expected;Same As Expected;0.3;Worse Than National Rate;99.0;1.13;1141.0
104;AL;17175;ENCOMPASS HEALTH HOME HEALTH;801 PRINCETON AVE SW, SUITE 210;BIRMINGHAM;35211;2.05949551E9;Proprietary;True;True;True;True;True;True;24/05/2013 00:00;3.5;88.9;98.6;100.0;100.0;73.53735552473422;81.7;97.1;73.3;69.0;71.6;73.0;87.1;91.42082929194976;63.8;5.1;22.9;Same As Expected;Same As Expected;0.0;Better Than National Rate;98.6;0.75;65.0
105;AL;17176;COMFORT CARE HOME HEALTH OF NORTH ALABAMA;1430 PARAMOUNT DRIVE;HUNTSVILLE;35806;2.563468223E9;Proprietary;True;True;True;True;True;True;12/06/2013 00:00;4.0;92.3;95.5;97.4;95.4;76.4;77.9;98.6;79.3;77.4;88.8;86.4;84.2;97.8;76.1;20.6;10.9;Worse Than Expected;Same As Expected;0.0;Same As National Rate;98.0;1.01;124.0
106;AL;17177;SHOALS HOME SERVICES, LLC;1114 BRADSHAW DRIVE;FLORENCE;35630;2.562469972E9;Proprietary;True;True;True;True;True;True;15/08/2013 00:00;3.0;96.1;98.6;100.0;99.3;83.2;86.4;98.3;78.9;74.3;83.1;75.8;73.2;91.42082929194976;63.4;22.8;11.2;Same As Expected;Same As Expected;1.3;Worse Than National Rate;94.4;1.05;417.0
107;AL;17178;PROHEALTH OF NORTHEAST ALABAMA, LLC;1496 CHESTNUT BYP, UNIT D;CENTRE;35960;2.053833538E9;Proprietary;True;True;True;True;True;True;18/12/2015 00:00;3.5;98.0;100.0;100.0;98.3;58.0;71.5;99.4;76.4;76.7;72.9;78.8;72.4;94.3;65.4;21.9;7.2;Same As Expected;Same As Expected;0.7;Same As National Rate;99.8;1.11;140.0
108;AL;17179;PROHEALTH OF NORTH CENTRAL ALABAMA, LLC;923 2ND E AVENUE;ONEONTA;35121;2.05274002E9;Proprietary;True;True;True;True;True;True;04/12/2015 00:00;2.5;94.1;99.7;100.0;98.5;74.0;77.6;99.2;67.0;67.1;67.4;70.4;68.2;94.6;59.8;11.6;9.7;Same As Expected;Worse Than Expected;0.2;Same As National Rate;100.0;1.03;156.0
109;AL;17180;PROHEALTH-GULF COAST, LLC;105B LOTTIE LANE;FAIRHOPE;36532;8.663300609E9;Proprietary;True;True;True;True;True;True;23/12/2015 00:00;4.0;98.6;99.3;100.0;96.3;78.5;75.6;100.0;75.2;73.9;87.4;79.8;79.3;91.42082929194976;65.0;11.4;12.1;Not Available;Not Available;0.4;Same As National Rate;100.0;1.11;152.0
110;AL;17182;FIVE POINTS HOME HEALTH;100 CONCOURSE PARKWAY, SUITE 120;HOOVER;35244;2.052353232E9;Proprietary;True;True;True;True;True;True;19/08/2016 00:00;4.0;97.6;99.6;100.0;97.2;89.3;88.9;97.8;85.0;84.8;82.7;83.6;86.5;91.42082929194976;75.6;22.2;17.4;Not Available;Not Available;0.0;Same As National Rate;97.6;1.11;116.0
111;AL;17300;AMEDISYS HOME HEALTH OF TUSCALOOSA;1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320;TUSCALOOSA;35406;2.057520606E9;Proprietary;True;True;True;True;True;True;17/09/1976 00:00;4.0;97.8;100.0;99.9;92.0;86.7;84.5;98.7;86.8;81.9;88.2;83.9;80.6;98.6;74.2;18.2;11.5;Worse Than Expected;Same As Expected;0.3;Better Than National Rate;99.0;1.05;2702.0
112;AL;17305;AMEDISYS HOME HEALTH OF ANNISTON;171 TOWN CENTER DR, SUITE MPS-4;ANNISTON;36205;2.568202503E9;Proprietary;True;True;True;True;True;True;20/09/1979 00:00;4.5;98.7;99.8;99.7;89.8;79.7;83.6;98.6;82.6;81.3;86.5;86.3;81.5;93.4;73.3;17.1;12.6;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;98.7;1.05;3984.0
113;AL;17307;KINDRED AT HOME;5009 RIVER CHASE DRIVE, BLDG 100, SUITE D;PHENIX CITY;36867;3.3429769E9;Proprietary;True;True;True;True;True;True;04/05/1982 00:00;4.0;92.5;98.3;100.0;98.6;86.0;86.7;99.4;79.2;78.6;84.0;90.2;84.5;91.2;70.0;15.6;15.2;Same As Expected;Worse Than Expected;0.2;Better Than National Rate;89.3;1.02;599.0
114;AL;17319;AMEDISYS HOME HEALTH OF MONTGOMERY;300 INTERSTATE PARK DRIVE, SUITE 324;MONTGOMERY;36109;3.342720313E9;Proprietary;True;True;True;True;True;True;01/02/1994 00:00;4.0;97.8;99.8;99.3;92.6;80.5;70.3;99.4;82.8;79.1;84.5;84.6;84.6;88.2;78.3;18.6;11.9;Worse Than Expected;Worse Than Expected;0.6;Same As National Rate;97.9;1.06;1219.0
115;AL;17320;AMEDISYS HOME HEALTH OF SELMA;108 EXECUTIVE PARK LANE;SELMA;36701;3.34875255E9;Proprietary;True;True;True;True;True;True;31/10/1991 00:00;4.5;98.2;100.0;99.7;92.3;80.2;76.6;99.9;86.8;82.8;87.4;91.0;88.9;91.2;68.5;17.1;13.9;Worse Than Expected;Worse Than Expected;0.0;Better Than National Rate;99.1;0.92;2349.0
116;AL;17323;MONROE CO HOSP PROGRESSIVE HOM;DR WOODROW EDDINS MED DR-P.O. 886;MONROEVILLE;36461;2.517437328E9;Government - Local;True;True;True;True;True;True;06/03/1995 00:00;2.5;87.9;94.2;99.7;99.8;59.7;70.4;92.7;63.5;64.1;70.5;58.1;59.7;98.2;69.1;13.1;15.3;Same As Expected;Worse Than Expected;0.8;Worse Than National Rate;89.3;0.88;557.0
117;AL;17324;ALACARE HOME HEALTH AND HOSPICE;824 HIGHWAY 231 SOUTH;TROY;36081;3.345669238E9;Proprietary;True;True;True;True;True;True;13/11/2002 00:00;4.0;96.3;99.7;100.0;99.9;74.0;77.9;99.4;82.1;79.2;82.1;89.7;85.3;96.4;75.5;16.8;12.6;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;98.0;1.01;3321.0
118;AL;17326;ALACARE HOME HEALTH & HOSPICE;1690 BELTLINE ROAD, STE B;DECATUR;35601;2.563555746E9;Proprietary;True;True;True;True;True;True;12/10/2001 00:00;4.5;98.1;99.7;99.9;99.8;80.9;87.5;99.8;86.6;79.8;85.9;93.0;86.5;95.6;83.8;17.8;13.4;Worse Than Expected;Worse Than Expected;0.6;Better Than National Rate;98.2;1.02;4126.0
119;AL;17327;AMEDISYS HOME HEALTH OF WALKER;100 HIGHWAY 78 WEST;JASPER;35501;2.052952434E9;Proprietary;True;True;True;True;True;True;03/08/2005 00:00;4.5;97.5;100.0;100.0;90.4;87.5;77.0;96.9;83.3;78.4;89.8;85.5;94.6;93.3;73.4;17.6;10.7;Worse Than Expected;Same As Expected;0.5;Better Than National Rate;98.7;0.99;341.0
120;AL;17328;AMEDISYS HOME HEALTH OF BREWTON;2554 DOUGLAS AVENUE;BREWTON;36426;2.518091717E9;Proprietary;True;True;True;True;True;True;18/01/2006 00:00;5.0;99.0;100.0;100.0;93.3;97.4;94.8;99.2;91.4;86.6;100.0;96.5;100.0;95.3;88.6;17.3;17.7;Same As Expected;Worse Than Expected;0.0;Better Than National Rate;96.7;1.06;596.0
121;AL;17818;CONECUH COUNTY HOME CARE;102 WILD AVENUE;EVERGREEN;36401;2.515785265E9;Government - State/ County;True;True;True;True;True;True;01/07/1966 00:00;3.5;95.3;95.3;98.1;100.0;17.2;46.8;100.0;83.4;75.1;84.4;84.6;88.4;91.42082929194976;61.4;20.7;21.7;Same As Expected;Same As Expected;0.1;Better Than National Rate;90.0;0.84;59.0
122;AL;17824;DALLAS COUNTY HOME CARE;100 SAMUEL O. MOSLEY DR;SELMA;36701;3.348722323E9;Government - State/ County;True;True;True;True;True;True;06/03/1969 00:00;4.0;95.8;100.0;100.0;85.5;69.8;69.7;100.0;79.0;82.3;67.2;95.7;92.0;91.42082929194976;52.0;15.313701090442585;12.92682148781419;Not Available;Not Available;0.0;Better Than National Rate;96.6;0.78;22.0
123;AL;17828;ETOWAH COUNTY HOME CARE;709 EAST BROAD STREET;GADSDEN;35903;2.565475012E9;Government - State/ County;True;True;True;True;True;True;01/07/1966 00:00;4.5;90.3;98.9;98.7;99.3;43.4;54.3;100.0;93.3;95.8;92.4;86.1;88.3;87.0;77.2;23.1;12.6;Same As Expected;Same As Expected;0.0;Same As National Rate;94.2;1.15;38.0
124;AL;17831;GENEVA COUNTY HOME CARE;300 COUNTY ROAD 41;HARTFORD;36344;3.346842259E9;Government - State/ County;True;True;True;True;True;True;01/07/1966 00:00;4.0;98.2;100.0;97.9;96.3;81.8;88.9;100.0;83.1;85.6;84.4;51.7;72.6;91.42082929194976;76.4;9.5;15.1;Same As Expected;Same As Expected;0.0;Same As National Rate;97.5;0.85;42.0
125;AL;17850;MONROE COUNTY HOME CARE;416 AGRICULTURE DRIVE;MONROEVILLE;36460;2.51575298E9;Government - State/ County;True;True;True;True;True;True;14/08/1969 00:00;3.5;97.9;100.0;99.1;96.5;47.1;43.2;100.0;84.3;81.5;83.1;83.0;82.1;91.42082929194976;56.0;19.8;4.1;Same As Expected;Same As Expected;0.0;Better Than National Rate;97.1;0.98;49.0
